dut_id,profile,mode,voltage_v,optical_power_w,current_a
PD-004,normal,light_iv,-1.9,0.001,-0.0005500008072312099
PD-004,normal,light_iv,-1.8,0.001,-0.000550000810153184
PD-004,normal,light_iv,-1.7,0.001,-0.0005500007993633719
PD-004,normal,light_iv,-1.6,0.001,-0.0005500008043576053
PD-004,normal,light_iv,-1.5,0.001,-0.0005500007982636242
PD-004,normal,light_iv,-1.4,0.001,-0.0005500008216603437
PD-004,normal,light_iv,-1.3,0.001,-0.0005500008085944631
PD-004,normal,light_iv,-1.2,0.001,-0.0005500007785274135
PD-004,normal,light_iv,-1.1,0.001,-0.000550000803689383
PD-004,normal,light_iv,-1.0,0.001,-0.0005500008305065805
PD-004,normal,light_iv,-0.9,0.001,-0.00055000079659875
PD-004,normal,light_iv,-0.8,0.001,-0.0005500007344592638
PD-004,normal,light_iv,-0.7,0.001,-0.000550000810143289
PD-004,normal,light_iv,-0.6,0.001,-0.0005500008098770122
PD-004,normal,light_iv,-0.5,0.001,-0.0005500008042081719
PD-004,normal,light_iv,-0.4,0.001,-0.0005500007817127462
PD-004,normal,light_iv,-0.3,0.001,-0.0005500007741740467
PD-004,normal,light_iv,-0.2,0.001,-0.000550000797511352
PD-004,normal,light_iv,-0.1,0.001,-0.0005500007394469846
PD-004,normal,repeatability,-2.0,0.001,-0.0005500007673996537
PD-004,normal,repeatability,-2.0,0.001,-0.0005500008200173704
PD-004,normal,repeatability,-2.0,0.001,-0.0005500008289358402
PD-004,normal,repeatability,-2.0,0.001,-0.000550000810594092
PD-004,normal,repeatability,-2.0,0.001,-0.0005500007693272395
PD-004,normal,repeatability,-2.0,0.001,-0.0005500008379203078
PD-004,normal,repeatability,-2.0,0.001,-0.0005500008077655779
PD-004,normal,repeatability,-2.0,0.001,-0.000550000835519699
PD-004,normal,repeatability,-2.0,0.001,-0.0005500008178229459
PD-004,normal,repeatability,-2.0,0.001,-0.0005500008165485939
PD-005,normal,dark_iv,-5.0,0.0,-8.487084426024301e-10
PD-005,normal,dark_iv,-4.9,0.0,-8.098154470140765e-10
PD-005,normal,dark_iv,-4.8,0.0,-8.369647400348775e-10
PD-005,normal,dark_iv,-4.7,0.0,-8.460837074743313e-10
PD-005,normal,dark_iv,-4.6,0.0,-8.069160289735956e-10
PD-005,normal,dark_iv,-4.5,0.0,-8.512344096155543e-10
PD-005,normal,dark_iv,-4.4,0.0,-8.226586810278392e-10
PD-005,normal,dark_iv,-4.3,0.0,-8.497528552072807e-10
PD-005,normal,dark_iv,-4.2,0.0,-8.107646865370464e-10
PD-005,normal,dark_iv,-4.1,0.0,-8.428576274546787e-10
PD-005,normal,dark_iv,-4.0,0.0,-8.094845076752246e-10
PD-005,normal,dark_iv,-3.9,0.0,-7.924173205084226e-10
PD-005,normal,dark_iv,-3.8,0.0,-7.893536442758643e-10
PD-005,normal,dark_iv,-3.7,0.0,-8.064462187547823e-10
PD-005,normal,dark_iv,-3.6,0.0,-8.105564242689219e-10
PD-005,normal,dark_iv,-3.5,0.0,-8.052660496792391e-10
PD-005,normal,dark_iv,-3.4,0.0,-8.149789576640769e-10
PD-005,normal,dark_iv,-3.3,0.0,-8.252231476475911e-10
PD-005,normal,dark_iv,-3.2,0.0,-8.379324475506235e-10
PD-005,normal,dark_iv,-3.1,0.0,-7.8399018790418e-10
PD-005,normal,dark_iv,-3.0,0.0,-8.363730905219312e-10
PD-005,normal,dark_iv,-2.9,0.0,-8.10760503627545e-10
PD-005,normal,dark_iv,-2.8,0.0,-8.480864867545304e-10
PD-005,normal,dark_iv,-2.7,0.0,-8.05528891846061e-10
PD-005,normal,dark_iv,-2.6,0.0,-7.929134584944642e-10
PD-005,normal,dark_iv,-2.5,0.0,-7.997516989929076e-10
PD-005,normal,dark_iv,-2.4,0.0,-8.231717851917308e-10
PD-005,normal,dark_iv,-2.3,0.0,-7.890098000825319e-10
PD-005,normal,dark_iv,-2.2,0.0,-7.772620234638651e-10
PD-005,normal,dark_iv,-2.1,0.0,-8.332708670971991e-10
PD-005,normal,dark_iv,-2.0,0.0,-8.22664729722228e-10
PD-005,normal,dark_iv,-1.9,0.0,-8.201020991001798e-10
PD-005,normal,dark_iv,-1.8,0.0,-8.387285643862855e-10
PD-005,normal,dark_iv,-1.7,0.0,-7.801590504239208e-10
PD-005,normal,dark_iv,-1.6,0.0,-7.852462188083127e-10
PD-005,normal,dark_iv,-1.5,0.0,-7.844361192296375e-10
PD-005,normal,dark_iv,-1.4,0.0,-7.899428668923762e-10
PD-005,normal,dark_iv,-1.3,0.0,-8.248763859035514e-10
PD-005,normal,dark_iv,-1.2,0.0,-7.911940411084888e-10
PD-005,normal,dark_iv,-1.1,0.0,-7.949685750293965e-10
PD-005,normal,dark_iv,-1.0,0.0,-8.427688768809658e-10
PD-005,normal,dark_iv,-0.9,0.0,-7.927562204777914e-10
PD-005,normal,dark_iv,-0.8,0.0,-8.131119362230571e-10
PD-005,normal,dark_iv,-0.7,0.0,-7.909368723245019e-10
PD-005,normal,dark_iv,-0.6,0.0,-8.131494017163415e-10
PD-005,normal,dark_iv,-0.5,0.0,-8.044039098331852e-10
PD-005,normal,dark_iv,-0.4,0.0,-7.990069333010734e-10
PD-005,normal,dark_iv,-0.3,0.0,-8.005527963777331e-10
PD-005,normal,dark_iv,-0.2,0.0,-8.188240945461197e-10
PD-005,normal,dark_iv,-0.1,0.0,-7.197062230371944e-10
PD-005,normal,light_iv,-5.0,0.001,-0.000550000824365822
PD-005,normal,light_iv,-4.9,0.001,-0.0005500008276907928
PD-005,normal,light_iv,-4.8,0.001,-0.0005500007926504794
PD-005,normal,light_iv,-4.7,0.001,-0.0005500008395467724
PD-005,normal,light_iv,-4.6,0.001,-0.0005500008417639319
PD-005,normal,light_iv,-4.5,0.001,-0.000550000819127812
PD-005,normal,light_iv,-4.4,0.001,-0.0005500008406839829
PD-005,normal,light_iv,-4.3,0.001,-0.0005500008377551134
PD-005,normal,light_iv,-4.2,0.001,-0.0005500008168462885
PD-005,normal,light_iv,-4.1,0.001,-0.0005500008515841664
PD-005,normal,light_iv,-4.0,0.001,-0.0005500008092792031
PD-005,normal,light_iv,-3.9,0.001,-0.0005500008035626657
PD-005,normal,light_iv,-3.8,0.001,-0.0005500008314400541
PD-005,normal,light_iv,-3.7,0.001,-0.0005500008327742164
PD-005,normal,light_iv,-3.6,0.001,-0.0005500008073330632
PD-005,normal,light_iv,-3.5,0.001,-0.0005500008284351351
PD-005,normal,light_iv,-3.4,0.001,-0.0005500008421217776
PD-005,normal,light_iv,-3.3,0.001,-0.0005500008016141632
PD-005,normal,light_iv,-3.2,0.001,-0.000550000772628885
PD-005,normal,light_iv,-3.1,0.001,-0.0005500008315309531
PD-005,normal,light_iv,-3.0,0.001,-0.0005500008272511886
PD-005,normal,light_iv,-2.9,0.001,-0.0005500007892638703
PD-005,normal,light_iv,-2.8,0.001,-0.0005500008294550122
PD-005,normal,light_iv,-2.7,0.001,-0.0005500008107576301
PD-005,normal,light_iv,-2.6,0.001,-0.0005500008214066832
PD-005,normal,light_iv,-2.5,0.001,-0.0005500008058759993
PD-005,normal,light_iv,-2.4,0.001,-0.0005500008368819787
PD-005,normal,light_iv,-2.3,0.001,-0.0005500008059841852
PD-005,normal,light_iv,-2.2,0.001,-0.0005500008240048727
PD-005,normal,light_iv,-2.1,0.001,-0.0005500007891262332
PD-005,normal,light_iv,-2.0,0.001,-0.0005500008142023424
PD-005,normal,light_iv,-1.9,0.001,-0.0005500008109996881
PD-005,normal,light_iv,-1.8,0.001,-0.0005500008004895402
PD-005,normal,light_iv,-1.7,0.001,-0.0005500008049527884
PD-005,normal,light_iv,-1.6,0.001,-0.0005500008165439089
PD-005,normal,light_iv,-1.5,0.001,-0.0005500008036237853
PD-005,normal,light_iv,-1.4,0.001,-0.0005500008448239417
PD-005,normal,light_iv,-1.3,0.001,-0.0005500007968549663
PD-005,normal,light_iv,-1.2,0.001,-0.0005500007825978571
PD-005,normal,light_iv,-1.1,0.001,-0.0005500008352163995
PD-005,normal,light_iv,-1.0,0.001,-0.0005500008253489177
PD-005,normal,light_iv,-0.9,0.001,-0.0005500008233274785
PD-005,normal,light_iv,-0.8,0.001,-0.0005500008113004627
PD-005,normal,light_iv,-0.7,0.001,-0.0005500008018514698
PD-005,normal,light_iv,-0.6,0.001,-0.0005500007796012909
PD-005,normal,light_iv,-0.5,0.001,-0.0005500007741736699
PD-005,normal,light_iv,-0.4,0.001,-0.0005500007873357114
PD-005,normal,light_iv,-0.3,0.001,-0.0005500007936909576
PD-005,normal,light_iv,-0.2,0.001,-0.000550000803567738
PD-005,normal,light_iv,-0.1,0.001,-0.0005500007427268065
PD-005,normal,repeatability,-2.0,0.001,-0.0005500008046749727
PD-005,normal,repeatability,-2.0,0.001,-0.000550000822228933
PD-005,normal,repeatability,-2.0,0.001,-0.0005500008464902128
PD-005,normal,repeatability,-2.0,0.001,-0.0005500008215746826
PD-005,normal,repeatability,-2.0,0.001,-0.0005500008315290512
PD-005,normal,repeatability,-2.0,0.001,-0.0005500008220078813
PD-005,normal,repeatability,-2.0,0.001,-0.0005500008012980247
PD-005,normal,repeatability,-2.0,0.001,-0.0005500008265825174
PD-005,normal,repeatability,-2.0,0.001,-0.0005500008116457179
PD-005,normal,repeatability,-2.0,0.001,-0.0005500007972944195
PD-006,normal,dark_iv,-5.0,0.0,-8.44615627243032e-10
PD-006,normal,dark_iv,-4.9,0.0,-8.486170020200875e-10
PD-006,normal,dark_iv,-4.8,0.0,-8.249927906078786e-10
PD-006,normal,dark_iv,-4.7,0.0,-8.327564329743786e-10
PD-006,normal,dark_iv,-4.6,0.0,-8.248494914890038e-10
PD-006,normal,dark_iv,-4.5,0.0,-8.192889853303388e-10
PD-006,normal,dark_iv,-4.4,0.0,-8.357621337095135e-10
PD-006,normal,dark_iv,-4.3,0.0,-8.120493133674046e-10
PD-006,normal,dark_iv,-4.2,0.0,-8.505133380176179e-10
PD-006,normal,dark_iv,-4.1,0.0,-8.320446191328974e-10
PD-006,normal,dark_iv,-4.0,0.0,-8.161290854589437e-10
PD-006,normal,dark_iv,-3.9,0.0,-8.134576559672902e-10
PD-006,normal,dark_iv,-3.8,0.0,-8.103431165705036e-10
PD-006,normal,dark_iv,-3.7,0.0,-8.059874978874271e-10
PD-006,normal,dark_iv,-3.6,0.0,-7.856965993163671e-10
PD-006,normal,dark_iv,-3.5,0.0,-8.149168270110523e-10
PD-006,normal,dark_iv,-3.4,0.0,-8.477817878045144e-10
PD-006,normal,dark_iv,-3.3,0.0,-8.079187073693436e-10
PD-006,normal,dark_iv,-3.2,0.0,-8.369661870958943e-10
PD-006,normal,dark_iv,-3.1,0.0,-8.142531507107845e-10
PD-006,normal,dark_iv,-3.0,0.0,-8.056192433663913e-10
PD-006,normal,dark_iv,-2.9,0.0,-8.29109027950842e-10
PD-006,normal,dark_iv,-2.8,0.0,-8.143477102455863e-10
PD-006,normal,dark_iv,-2.7,0.0,-7.967003505917718e-10
PD-006,normal,dark_iv,-2.6,0.0,-8.094992236335356e-10
PD-006,normal,dark_iv,-2.5,0.0,-8.293449673889891e-10
PD-006,normal,dark_iv,-2.4,0.0,-8.053694933184599e-10
PD-006,normal,dark_iv,-2.3,0.0,-8.025259853816756e-10
PD-006,normal,dark_iv,-2.2,0.0,-7.930478058694574e-10
PD-006,normal,dark_iv,-2.1,0.0,-8.093587516310908e-10
PD-006,normal,dark_iv,-2.0,0.0,-7.867924205208964e-10
PD-006,normal,dark_iv,-1.9,0.0,-7.781488999697951e-10
PD-006,normal,dark_iv,-1.8,0.0,-8.02513415339913e-10
PD-006,normal,dark_iv,-1.7,0.0,-7.838705786527922e-10
PD-006,normal,dark_iv,-1.6,0.0,-8.286262413294885e-10
PD-006,normal,dark_iv,-1.5,0.0,-8.338346349221374e-10
PD-006,normal,dark_iv,-1.4,0.0,-8.180192024571046e-10
PD-006,normal,dark_iv,-1.3,0.0,-8.164574042630413e-10
PD-006,normal,dark_iv,-1.2,0.0,-7.98288191118028e-10
PD-006,normal,dark_iv,-1.1,0.0,-7.94869634542082e-10
PD-006,normal,dark_iv,-1.0,0.0,-8.377663243858901e-10
PD-006,normal,dark_iv,-0.9,0.0,-8.031787716025084e-10
PD-006,normal,dark_iv,-0.8,0.0,-8.047418093447592e-10
PD-006,normal,dark_iv,-0.7,0.0,-7.987702340769187e-10
PD-006,normal,dark_iv,-0.6,0.0,-8.077155562136807e-10
PD-006,normal,dark_iv,-0.5,0.0,-8.688254129565469e-10
PD-006,normal,dark_iv,-0.4,0.0,-7.726966172460907e-10
PD-006,normal,dark_iv,-0.3,0.0,-8.050374133613365e-10
PD-006,normal,dark_iv,-0.2,0.0,-7.930025982452607e-10
PD-006,normal,dark_iv,-0.1,0.0,-7.367902361016041e-10
PD-006,normal,light_iv,-5.0,0.001,-0.0005500008217958093
PD-006,normal,light_iv,-4.9,0.001,-0.0005500008115320612
PD-006,normal,light_iv,-4.8,0.001,-0.0005500007827581028
PD-006,normal,light_iv,-4.7,0.001,-0.0005500008275456316
PD-006,normal,light_iv,-4.6,0.001,-0.000550000831254245
PD-006,normal,light_iv,-4.5,0.001,-0.0005500008131384105
PD-006,normal,light_iv,-4.4,0.001,-0.0005500008474739048
PD-006,normal,light_iv,-4.3,0.001,-0.0005500008132315024
PD-006,normal,light_iv,-4.2,0.001,-0.0005500008382117052
PD-006,normal,light_iv,-4.1,0.001,-0.0005500008501973212
PD-006,normal,light_iv,-4.0,0.001,-0.000550000817761832
PD-006,normal,light_iv,-3.9,0.001,-0.0005500008354584768
PD-006,normal,light_iv,-3.8,0.001,-0.0005500008318388455
PD-006,normal,light_iv,-3.7,0.001,-0.000550000837355245
PD-006,normal,light_iv,-3.6,0.001,-0.0005500007618282765
PD-006,normal,light_iv,-3.5,0.001,-0.0005500008212755046
PD-006,normal,light_iv,-3.4,0.001,-0.0005500008311844675
PD-006,normal,light_iv,-3.3,0.001,-0.0005500008262448853
PD-006,normal,light_iv,-3.2,0.001,-0.0005500008293679778
PD-006,normal,light_iv,-3.1,0.001,-0.0005500008257729016
PD-006,normal,light_iv,-3.0,0.001,-0.0005500007807510794
PD-006,normal,light_iv,-2.9,0.001,-0.0005500008023022919
PD-006,normal,light_iv,-2.8,0.001,-0.0005500008239301725
PD-006,normal,light_iv,-2.7,0.001,-0.00055000080915226
PD-006,normal,light_iv,-2.6,0.001,-0.0005500008050191989
PD-006,normal,light_iv,-2.5,0.001,-0.0005500008000337563
PD-006,normal,light_iv,-2.4,0.001,-0.0005500007961824408
PD-006,normal,light_iv,-2.3,0.001,-0.0005500008254782463
PD-006,normal,light_iv,-2.2,0.001,-0.0005500008038103386
PD-006,normal,light_iv,-2.1,0.001,-0.0005500008252329512
PD-006,normal,light_iv,-2.0,0.001,-0.0005500008428085265
PD-006,normal,light_iv,-1.9,0.001,-0.0005500008226185006
PD-006,normal,light_iv,-1.8,0.001,-0.0005500008225711143
PD-006,normal,light_iv,-1.7,0.001,-0.0005500008186490119
PD-006,normal,light_iv,-1.6,0.001,-0.000550000788489385
PD-006,normal,light_iv,-1.5,0.001,-0.0005500007911509916
PD-006,normal,light_iv,-1.4,0.001,-0.0005500007796490183
PD-006,normal,light_iv,-1.3,0.001,-0.0005500008001498475
PD-006,normal,light_iv,-1.2,0.001,-0.0005500008082696171
PD-006,normal,light_iv,-1.1,0.001,-0.0005500008080192052
PD-006,normal,light_iv,-1.0,0.001,-0.0005500008018603451
PD-006,normal,light_iv,-0.9,0.001,-0.0005500007965243924
PD-006,normal,light_iv,-0.8,0.001,-0.000550000817003836
PD-006,normal,light_iv,-0.7,0.001,-0.0005500008200733671
PD-006,normal,light_iv,-0.6,0.001,-0.0005500008142665022
PD-006,normal,light_iv,-0.5,0.001,-0.000550000777241807
PD-006,normal,light_iv,-0.4,0.001,-0.0005500008154973717
PD-006,normal,light_iv,-0.3,0.001,-0.0005500008103717385
PD-006,normal,light_iv,-0.2,0.001,-0.0005500008259894328
PD-006,normal,light_iv,-0.1,0.001,-0.0005500007354040524
PD-006,normal,repeatability,-2.0,0.001,-0.0005500008359943043
PD-006,normal,repeatability,-2.0,0.001,-0.0005500007562685165
PD-006,normal,repeatability,-2.0,0.001,-0.000550000815698682
PD-006,normal,repeatability,-2.0,0.001,-0.0005500007978874167
PD-006,normal,repeatability,-2.0,0.001,-0.0005500008199531833
PD-006,normal,repeatability,-2.0,0.001,-0.0005500008116439791
PD-006,normal,repeatability,-2.0,0.001,-0.000550000790032569
PD-006,normal,repeatability,-2.0,0.001,-0.0005500007957494788
PD-006,normal,repeatability,-2.0,0.001,-0.0005500008120717348
PD-006,normal,repeatability,-2.0,0.001,-0.0005500008132407287
PD-007,normal,dark_iv,-5.0,0.0,-8.408308943909313e-10
PD-007,normal,dark_iv,-4.9,0.0,-8.503315551211883e-10
PD-007,normal,dark_iv,-4.8,0.0,-7.862380097439713e-10
PD-007,normal,dark_iv,-4.7,0.0,-8.37892397813582e-10
PD-007,normal,dark_iv,-4.6,0.0,-8.046013932205129e-10
PD-007,normal,dark_iv,-4.5,0.0,-8.075613324136748e-10
PD-007,normal,dark_iv,-4.4,0.0,-8.041763048870731e-10
PD-007,normal,dark_iv,-4.3,0.0,-8.413864753367438e-10
PD-007,normal,dark_iv,-4.2,0.0,-8.352969000844227e-10
PD-007,normal,dark_iv,-4.1,0.0,-8.43626672698586e-10
PD-007,normal,dark_iv,-4.0,0.0,-8.225694130941526e-10
PD-007,normal,dark_iv,-3.9,0.0,-8.46922625204591e-10
PD-007,normal,dark_iv,-3.8,0.0,-8.184643355566344e-10
PD-007,normal,dark_iv,-3.7,0.0,-8.061814074328625e-10
PD-007,normal,dark_iv,-3.6,0.0,-8.21368931104836e-10
PD-007,normal,dark_iv,-3.5,0.0,-7.891699359240292e-10
PD-007,normal,dark_iv,-3.4,0.0,-8.085508136434806e-10
PD-007,normal,dark_iv,-3.3,0.0,-8.43684015117502e-10
PD-007,normal,dark_iv,-3.2,0.0,-8.36007846595571e-10
PD-007,normal,dark_iv,-3.1,0.0,-8.193926955224782e-10
PD-007,normal,dark_iv,-3.0,0.0,-7.990171940375836e-10
PD-007,normal,dark_iv,-2.9,0.0,-7.979244817231268e-10
PD-007,normal,dark_iv,-2.8,0.0,-8.096789592312666e-10
PD-007,normal,dark_iv,-2.7,0.0,-8.254280069561419e-10
PD-007,normal,dark_iv,-2.6,0.0,-8.396596839363677e-10
PD-007,normal,dark_iv,-2.5,0.0,-8.085212649906983e-10
PD-007,normal,dark_iv,-2.4,0.0,-8.300980871764033e-10
PD-007,normal,dark_iv,-2.3,0.0,-8.500289184378865e-10
PD-007,normal,dark_iv,-2.2,0.0,-8.159314706699198e-10
PD-007,normal,dark_iv,-2.1,0.0,-8.098500070291131e-10
PD-007,normal,dark_iv,-2.0,0.0,-8.043931704419408e-10
PD-007,normal,dark_iv,-1.9,0.0,-8.06616761757593e-10
PD-007,normal,dark_iv,-1.8,0.0,-7.915033899873334e-10
PD-007,normal,dark_iv,-1.7,0.0,-8.057559010236415e-10
PD-007,normal,dark_iv,-1.6,0.0,-7.933228723119882e-10
PD-007,normal,dark_iv,-1.5,0.0,-8.124942098520982e-10
PD-007,normal,dark_iv,-1.4,0.0,-7.471500248320619e-10
PD-007,normal,dark_iv,-1.3,0.0,-8.48208651276882e-10
PD-007,normal,dark_iv,-1.2,0.0,-8.311425060201615e-10
PD-007,normal,dark_iv,-1.1,0.0,-7.967972628206171e-10
PD-007,normal,dark_iv,-1.0,0.0,-8.131448014567743e-10
PD-007,normal,dark_iv,-0.9,0.0,-8.30819465691016e-10
PD-007,normal,dark_iv,-0.8,0.0,-7.792554775855862e-10
PD-007,normal,dark_iv,-0.7,0.0,-7.948498492912372e-10
PD-007,normal,dark_iv,-0.6,0.0,-7.97364468263334e-10
PD-007,normal,dark_iv,-0.5,0.0,-7.767241278626685e-10
PD-007,normal,dark_iv,-0.4,0.0,-7.989676455567198e-10
PD-007,normal,dark_iv,-0.3,0.0,-8.034472596351218e-10
PD-007,normal,dark_iv,-0.2,0.0,-7.812531393642117e-10
PD-007,normal,dark_iv,-0.1,0.0,-7.296102508636842e-10
PD-007,normal,light_iv,-5.0,0.001,-0.0005500008232550734
PD-007,normal,light_iv,-4.9,0.001,-0.0005500008146457529
PD-007,normal,light_iv,-4.8,0.001,-0.000550000809196226
PD-007,normal,light_iv,-4.7,0.001,-0.0005500007978929298
PD-007,normal,light_iv,-4.6,0.001,-0.0005500008003164288
PD-007,normal,light_iv,-4.5,0.001,-0.0005500008538046874
PD-007,normal,light_iv,-4.4,0.001,-0.0005500008151298263
PD-007,normal,light_iv,-4.3,0.001,-0.0005500008216982496
PD-007,normal,light_iv,-4.2,0.001,-0.0005500008351524905
PD-007,normal,light_iv,-4.1,0.001,-0.0005500008067467479
PD-007,normal,light_iv,-4.0,0.001,-0.0005500008519137395
PD-007,normal,light_iv,-3.9,0.001,-0.0005500008285973939
PD-007,normal,light_iv,-3.8,0.001,-0.0005500008315486195
PD-007,normal,light_iv,-3.7,0.001,-0.0005500008142172553
PD-007,normal,light_iv,-3.6,0.001,-0.0005500008397967991
PD-007,normal,light_iv,-3.5,0.001,-0.0005500007982039314
PD-007,normal,light_iv,-3.4,0.001,-0.0005500008322616152
PD-007,normal,light_iv,-3.3,0.001,-0.0005500008326504702
PD-007,normal,light_iv,-3.2,0.001,-0.0005500008284071119
PD-007,normal,light_iv,-3.1,0.001,-0.0005500008134593372
PD-007,normal,light_iv,-3.0,0.001,-0.0005500007843807922
PD-007,normal,light_iv,-2.9,0.001,-0.0005500008205224315
PD-007,normal,light_iv,-2.8,0.001,-0.0005500008209819132
PD-007,normal,light_iv,-2.7,0.001,-0.0005500008204802282
PD-007,normal,light_iv,-2.6,0.001,-0.0005500008534502652
PD-007,normal,light_iv,-2.5,0.001,-0.0005500008087693189
PD-007,normal,light_iv,-2.4,0.001,-0.0005500008157123923
PD-007,normal,light_iv,-2.3,0.001,-0.0005500007719952268
PD-007,normal,light_iv,-2.2,0.001,-0.0005500008335288101
PD-007,normal,light_iv,-2.1,0.001,-0.0005500007684396074
PD-007,normal,light_iv,-2.0,0.001,-0.0005500007800686098
PD-007,normal,light_iv,-1.9,0.001,-0.0005500008208778062
PD-007,normal,light_iv,-1.8,0.001,-0.00055000080465547
PD-007,normal,light_iv,-1.7,0.001,-0.0005500007995551296
PD-007,normal,light_iv,-1.6,0.001,-0.0005500007819010789
PD-007,normal,light_iv,-1.5,0.001,-0.0005500008093724455
PD-007,normal,light_iv,-1.4,0.001,-0.0005500007924898977
PD-007,normal,light_iv,-1.3,0.001,-0.0005500007900427668
PD-007,normal,light_iv,-1.2,0.001,-0.0005500008231280549
PD-007,normal,light_iv,-1.1,0.001,-0.0005500008071412265
PD-007,normal,light_iv,-1.0,0.001,-0.0005500007931642739
PD-007,normal,light_iv,-0.9,0.001,-0.000550000820754701
PD-007,normal,light_iv,-0.8,0.001,-0.0005500007946012325
PD-007,normal,light_iv,-0.7,0.001,-0.0005500008239282838
PD-007,normal,light_iv,-0.6,0.001,-0.0005500008277991581
PD-007,normal,light_iv,-0.5,0.001,-0.0005500007828383602
PD-007,normal,light_iv,-0.4,0.001,-0.0005500008043763804
PD-007,normal,light_iv,-0.3,0.001,-0.0005500008417064212
PD-007,normal,light_iv,-0.2,0.001,-0.0005500008016641106
PD-007,normal,light_iv,-0.1,0.001,-0.0005500007875628929
PD-007,normal,repeatability,-2.0,0.001,-0.0005500007792401032
PD-007,normal,repeatability,-2.0,0.001,-0.0005500008004072157
PD-007,normal,repeatability,-2.0,0.001,-0.0005500008229416834
PD-007,normal,repeatability,-2.0,0.001,-0.0005500007927554952
PD-007,normal,repeatability,-2.0,0.001,-0.0005500008093643214
PD-007,normal,repeatability,-2.0,0.001,-0.00055000079527598
PD-007,normal,repeatability,-2.0,0.001,-0.0005500008093816302
PD-007,normal,repeatability,-2.0,0.001,-0.0005500008134652477
PD-007,normal,repeatability,-2.0,0.001,-0.0005500008152928228
PD-007,normal,repeatability,-2.0,0.001,-0.0005500008234624639
PD-008,normal,dark_iv,-5.0,0.0,-8.466807911642953e-10
PD-008,normal,dark_iv,-4.9,0.0,-8.440200316232064e-10
PD-008,normal,dark_iv,-4.8,0.0,-7.827551385779778e-10
PD-008,normal,dark_iv,-4.7,0.0,-8.293604875392169e-10
PD-008,normal,dark_iv,-4.6,0.0,-8.239436850540854e-10
PD-008,normal,dark_iv,-4.5,0.0,-8.078427129380308e-10
PD-008,normal,dark_iv,-4.4,0.0,-8.099638670676855e-10
PD-008,normal,dark_iv,-4.3,0.0,-8.063812254295128e-10
PD-008,normal,dark_iv,-4.2,0.0,-8.400735011705784e-10
PD-008,normal,dark_iv,-4.1,0.0,-7.849094166950831e-10
PD-008,normal,dark_iv,-4.0,0.0,-8.074724985088751e-10
PD-008,normal,dark_iv,-3.9,0.0,-8.250194753936792e-10
PD-008,normal,dark_iv,-3.8,0.0,-8.102098090028228e-10
PD-008,normal,dark_iv,-3.7,0.0,-7.804701908406674e-10
PD-008,normal,dark_iv,-3.6,0.0,-7.881592835743868e-10
PD-008,normal,dark_iv,-3.5,0.0,-8.39895191632826e-10
PD-008,normal,dark_iv,-3.4,0.0,-7.852205702609583e-10
PD-008,normal,dark_iv,-3.3,0.0,-8.123005692302442e-10
PD-008,normal,dark_iv,-3.2,0.0,-7.796913104125079e-10
PD-008,normal,dark_iv,-3.1,0.0,-8.057139047776468e-10
PD-008,normal,dark_iv,-3.0,0.0,-8.135665632217321e-10
PD-008,normal,dark_iv,-2.9,0.0,-8.246646249111257e-10
PD-008,normal,dark_iv,-2.8,0.0,-8.030192713335558e-10
PD-008,normal,dark_iv,-2.7,0.0,-8.524380804023892e-10
PD-008,normal,dark_iv,-2.6,0.0,-8.140053977472508e-10
PD-008,normal,dark_iv,-2.5,0.0,-8.124731989777669e-10
PD-008,normal,dark_iv,-2.4,0.0,-7.842264314331927e-10
PD-008,normal,dark_iv,-2.3,0.0,-8.147344756271751e-10
PD-008,normal,dark_iv,-2.2,0.0,-7.921512187937112e-10
PD-008,normal,dark_iv,-2.1,0.0,-7.797831310486647e-10
PD-008,normal,dark_iv,-2.0,0.0,-8.217660208169852e-10
PD-008,normal,dark_iv,-1.9,0.0,-8.193089881351521e-10
PD-008,normal,dark_iv,-1.8,0.0,-8.023080005834578e-10
PD-008,normal,dark_iv,-1.7,0.0,-7.870877399505419e-10
PD-008,normal,dark_iv,-1.6,0.0,-8.019623552809051e-10
PD-008,normal,dark_iv,-1.5,0.0,-7.887966458061658e-10
PD-008,normal,dark_iv,-1.4,0.0,-8.061034497684682e-10
PD-008,normal,dark_iv,-1.3,0.0,-7.89140462744804e-10
PD-008,normal,dark_iv,-1.2,0.0,-8.093199160987553e-10
PD-008,normal,dark_iv,-1.1,0.0,-7.965250594977214e-10
PD-008,normal,dark_iv,-1.0,0.0,-8.142891458872523e-10
PD-008,normal,dark_iv,-0.9,0.0,-8.04085388646849e-10
PD-008,normal,dark_iv,-0.8,0.0,-7.992060807343141e-10
PD-008,normal,dark_iv,-0.7,0.0,-8.047427634970656e-10
PD-008,normal,dark_iv,-0.6,0.0,-8.06560021702897e-10
PD-008,normal,dark_iv,-0.5,0.0,-7.77154282027723e-10
PD-008,normal,dark_iv,-0.4,0.0,-8.640025275082692e-10
PD-008,normal,dark_iv,-0.3,0.0,-7.772131276956983e-10
PD-008,normal,dark_iv,-0.2,0.0,-8.024311363885931e-10
PD-008,normal,dark_iv,-0.1,0.0,-7.548255772833606e-10
PD-008,normal,light_iv,-5.0,0.001,-0.0005500008280458223
PD-008,normal,light_iv,-4.9,0.001,-0.0005500008153503797
PD-008,normal,light_iv,-4.8,0.001,-0.0005500008067809292
